X,Y,site_id,site_typ,botanic,diameter,conditn,planted,add_num,add_str,modified,GlobalID
1454657.89326208,724827.452031575,4182,T,Fraxinus pennsylvanica 'Summit',17,70,0,13,crombie st,2020/07/16 00:00:00+00,{D485DB8B-C8A8-4827-9623-BFF176F4D7D9}
1454676.77347366,724811.827062823,4183,T,Fraxinus pennsylvanica 'Summit',16,70,0,17,crombie st,2020/07/16 00:00:00+00,{74BC986B-FA55-498B-8469-96782D5EC6D9}
1454686.62450383,724798.568887241,4184,T,Malus spp,9,70,0,17,crombie st,2020/07/16 00:00:00+00,{AD85C4EA-5557-48DD-8DED-E56DB29873C4}
1454711.92989941,724781.228042655,4185,T,Fraxinus pennsylvanica 'Summit',14,70,0,21,crombie st,2020/07/16 00:00:00+00,{0EF0843E-D73B-4410-BAAB-123FDB0F493A}
1454743.83075425,724754.535510741,4186,S,Fraxinus pennsylvanica 'Summit',13,70,0,25,crombie st,2020/07/16 00:00:00+00,{15631EE4-201A-4D3C-AD7C-7FB215B2C5F5}
1454770.95766849,724731.531947821,4187,T,Fraxinus pennsylvanica 'Summit',18,70,0,29,crombie st,2020/07/16 00:00:00+00,{0334105E-1FA7-4710-9D02-0FC29CDA6C4A}
1454803.0757145,724703.971307404,4188,T,Fraxinus pennsylvanica 'Summit',18,70,0,33,crombie st,2020/07/16 00:00:00+00,{0907AD75-47CD-4710-BB0E-12AB9C301788}
1454841.92110924,724670.985152908,4189,T,Fraxinus pennsylvanica 'Summit',15,70,0,35,crombie st,2020/07/16 00:00:00+00,{E2353885-4234-4F7F-B598-DFC0ECA195E7}
1454903.98725808,724618.901923738,4190,T,Platanus x acerifolia 'Exclamation',5,80,2018,189,north winooski av,2023/09/19 00:00:00+00,{8951784A-B485-464A-ADFD-B6E1BD9A3BDD}
1454856.02705216,724700.498873405,4191,T,Maackia amurensis,12,70,0,38,crombie st,2020/07/16 00:00:00+00,{79CC09CC-9FD8-442A-A930-A75B2279AD0D}
1454821.95592608,724728.927950405,4192,R,,0,0,0,36,crombie st,2017/05/04 00:00:00+00,{45E57039-7E51-40DD-B766-53936FE1C5D3}
1454764.88123708,724778.840908319,4193,S,Acer ginnala,8,70,0,24,crombie st,2020/07/16 00:00:00+00,{A4B5A1C1-FC1B-4274-9C77-DC4E5DC02A0C}
1454737.97151399,724800.759499654,4194,T,Malus spp,6,70,2008,22,crombie st,2023/09/19 00:00:00+00,{0444CA19-C29D-40CA-A7DE-434E860FF99E}
1454709.97681933,724825.716142654,4195,T,Syringa reticulata 'Bailnce',2,80,2017,20,crombie st,2018/09/26 00:00:00+00,{F040BF86-9422-42DB-95B4-5C74D9C7A085}
1454674.16947624,724855.229863152,4196,T,Maackia amurensis,3,70,0,14,crombie st,2020/07/16 00:00:00+00,{02B6BB6E-06AE-4517-9FF4-2B1B3C65CEC0}
1454638.36213316,724886.696991824,4197,T,Syringa reticulata 'Ivory Silk',2,80,2015,10,crombie st,2018/09/26 00:00:00+00,{37A078FF-DC13-46F9-AB72-491E2C70C4CE}
1454594.52527858,724922.938389152,4198,T,Malus spp,5,70,2008,8,crombie st,2020/07/16 00:00:00+00,{49BDA4DC-36CE-459E-A6C2-823FE3EAAA24}
1454733.2333345,725155.577031486,4199,T,Pyrus calleryana 'Chanticleer',10,70,0,104,intervale av,2021/07/27 00:00:00+00,{85ECEB08-EED8-4E04-A1B0-DFC2897E1E7A}
1454751.67949183,725141.254225485,4200,T,Pyrus calleryana 'Chanticleer',10,70,0,104,intervale av,2021/07/27 00:00:00+00,{A466A2CF-095A-4301-91D4-B870D30B4C6B}
1454775.19617708,725116.920940824,4201,T,syringa reticulata,2,80,2021,104,intervale av,2021/11/22 00:00:00+00,{253E9C58-B8CC-424C-A5A0-0282A66E4FDC}
1454815.04747533,725085.481699236,4202,T,Pyrus communis,9,70,0,13,decatur st,2021/07/27 00:00:00+00,{B58E0602-B856-4DF0-AE8F-4B2ADA233DF8}
1454855.41222399,725050.759327739,4203,R,Pyrus calleryana 'Chanticleer',9,0,0,19,decatur st,2023/09/06 00:00:00+00,{924A5AE3-2881-4081-95CC-B09364F9CA60}
1454882.97286441,725025.802684739,4204,T,Amelanchier canadensis,2,70,0,21,decatur st,2013/12/05 00:00:00+00,{E46A3215-F72E-4A6B-A430-A4B099C7F04C}
1454903.589293,725009.526798658,4205,T,Pyrus calleryana 'Chanticleer',13,70,0,25,decatur st,2021/07/27 00:00:00+00,{52E96E17-DE20-4863-BB38-E25B1EB92643}
1454942.43468774,724976.974698402,4206,T,Pyrus calleryana 'Chanticleer',16,70,0,27,decatur st,2021/07/27 00:00:00+00,{6FFCD470-7B46-47EE-BADE-FF0339AF3F2D}
1454965.43825066,724956.792324074,4207,T,Pyrus calleryana 'Chanticleer',16,70,0,31,decatur st,2021/07/27 00:00:00+00,{9E04AAD7-21BE-4E26-A882-625F665061E3}
1454996.71935608,724926.929850988,4208,S,Acer rubrum,20,0,0,37,decatur st,2021/11/22 00:00:00+00,{B133E3F6-636B-4FF8-97C3-F08169DC257A}
1455014.23014783,724916.427903488,4209,T,Pyrus calleryana 'Chanticleer',11,50,0,39,decatur st,2021/07/27 00:00:00+00,{A31CCFB1-D335-46ED-99AE-7D5CA74D851A}
1455040.05489933,724894.509312153,4210,T,Pyrus calleryana 'Chanticleer',9,80,0,45,decatur st,2021/07/27 00:00:00+00,{2DB0190E-8B1A-417A-83A7-A5B621FEA185}
1455091.92126541,724848.719377488,4211,T,syringa reticulata,2,80,2020,219,north winooski av,2020/10/30 00:00:00+00,{B93989B2-BCBE-461A-A087-BA9FA7B2EC3D}
1455140.53238866,724850.021540239,4212,T,Tilia cordata,10,70,0,221,north winooski av,2021/07/27 00:00:00+00,{7AF28988-19F9-42B2-9088-30503D456CB1}
1455117.96288,724869.552669153,4213,T,Tilia cordata 'Greenspire',18,70,0,221,north winooski av,2021/07/27 00:00:00+00,{4F91BB73-E452-4414-8861-254436945D69}
1455080.41931991,724901.019797824,4214,T,Gleditsia triacanthos var. inermis 'Shademaster',21,80,0,42,decatur st,2021/07/27 00:00:00+00,{824D458E-A2B0-42AF-BB8B-82B289925DAD}
1455050.47154516,724927.712657824,4215,T,Tilia cordata 'Greenspire',21,70,0,42,decatur st,2021/07/27 00:00:00+00,{A1AC7385-F967-41AE-9950-B653FF53CEC5}
1455022.25965933,724950.281838402,4216,T,Fraxinus pennsylvanica,12,70,0,38,decatur st,2021/07/27 00:00:00+00,{1921A8F4-BF55-45BF-9AE2-ED5D6B796026}
1455006.88797091,724963.520000905,4217,T,Gleditsia triacanthos,16,70,0,36,decatur st,2021/07/27 00:00:00+00,{CAB21E32-EEC9-41A6-BBFD-AA5E853E8C05}
1454973.46776216,724991.948749818,4218,T,Tilia cordata,11,70,0,30,decatur st,2021/07/27 00:00:00+00,{F37443E9-A50F-452C-BA40-08CA9EC2F22B}
1454933.19126791,725026.349927738,4219,T,Tilia cordata 'Greenspire',19,70,0,24,decatur st,2021/07/27 00:00:00+00,{0FF9449D-CEBE-467D-BCE0-69592C10B3F0}
1454901.63621291,725052.061490491,4220,T,Gleditsia triacanthos,21,70,0,20,decatur st,2021/07/27 00:00:00+00,{99B4CEC6-3095-4883-91EE-C8547FC1DC68}
1454845.86368666,725100.67261374,4221,T,Gleditsia triacanthos,4,80,0,14,decatur st,2021/07/27 00:00:00+00,{891D24A7-AE2D-46B7-AF2F-3BD71D2D1B88}
1454811.57536941,725130.837579653,4222,T,Fraxinus pennsylvanica,11,70,0,12,decatur st,2021/07/27 00:00:00+00,{241ACFF2-B38B-4A12-8819-04D7CBA6721C}
1454787.05278066,725152.104925573,4223,T,Tilia cordata 'Greenspire',16,70,0,6,decatur st,2021/07/27 00:00:00+00,{41D9E6F0-BB2E-49A2-BC65-E534E30D6074}
1454759.34712741,725175.736111902,4224,T,Tilia cordata 'Greenspire',15,70,0,112,intervale av,2021/07/27 00:00:00+00,{08872242-F56E-4448-9572-146F9E183E48}
1451898.36728508,725038.255415738,4225,T,Acer x freemannii 'Matador',2,80,2013,40,ward st,2018/06/15 00:00:00+00,{55F72953-2765-4339-BBC7-1C98EB47D3EF}
1454014.76725174,726093.257242739,4227,T,Malus 'Sutyzam' Sugar Tyme,2,80,2021,340,manhattan dr,2021/07/02 00:00:00+00,{17410E16-94F6-4662-9F8B-EF8F9F6A121C}
1453942.28445708,725856.278057903,4228,S,Malus spp,9,0,0,312,manhattan dr,2022/11/02 00:00:00+00,{A2E24D81-9C83-4D40-A624-953440FE91D2}
1453934.0380825,725826.764337406,4229,T,Malus spp,19,70,0,306,manhattan dr,2013/12/09 00:00:00+00,{689EEAF9-8C5C-4366-84D7-7D5B36D4C79F}
1453894.97549658,725703.500476323,4230,T,Malus 'Red Barron',2,80,2021,290,manhattan dr,2021/07/02 00:00:00+00,{84F2134C-7F00-4C01-A29D-4C65C369955F}
1453865.02772183,725608.448172987,4232,S,Malus spp,17,0,0,284,manhattan dr,2019/06/07 00:00:00+00,{6607E081-059B-483C-AD0E-A75F06A6FEF3}
1453706.73768408,725437.528239235,4233,T,Malus spp,20,70,0,260,manhattan dr,2017/07/18 00:00:00+00,{12987A14-073B-43EC-9965-F38EA1165BE9}
1453450.22737033,725376.06970074,4234,T,Acer ginnala,4,70,0,232,manhattan dr,2013/12/09 00:00:00+00,{6A44888B-E80E-449B-B539-8A9F310405A6}
1453424.70642399,725369.819713235,4235,R,,0,0,0,232,manhattan dr,2015/05/28 00:00:00+00,{CDD11FA2-325C-4B25-8216-D921D049C47E}
1453947.49278,725767.302514069,4236,S,Robinia pseudoacacia,32,0,0,303,manhattan dr,2022/06/08 00:00:00+00,{0E47B843-A96C-4547-8654-6310D43ED813}
1453972.53341233,725842.102233239,4237,T,Syringa reticulate ssp.'Willamette',2,80,2018,309,manhattan dr,2018/06/28 00:00:00+00,{E935226C-9AEC-474C-8757-640455307CF3}
1453982.81980908,725876.737662658,4238,T,Syringa reticulate ssp.'Willamette',2,80,2018,309,manhattan dr,2018/06/28 00:00:00+00,{33744411-C630-4F34-92E0-9CB6E48614E4}
1454009.64915175,725964.310322158,4239,S,Malus spp,20,0,0,329,manhattan dr,2022/11/02 00:00:00+00,{EA45D5B1-3EB1-46CE-A78F-189A458EAD53}
1454166.67672483,726241.260883741,4241,R,,0,0,0,3,oak st,2017/07/14 00:00:00+00,{8DC2DF60-8A78-4E47-AA45-E780F4964013}
1454200.53098783,726230.844237901,4242,R,,0,0,0,3,oak st,2017/07/14 00:00:00+00,{CF6A2636-BC93-4B92-A793-3792A910CC79}
1454154.09013583,726245.601098157,4243,R,,0,0,0,3,oak st,2017/07/14 00:00:00+00,{B56DCFDB-AD25-4598-BF26-721AD054FD30}
1454183.16980208,726236.920341238,4244,T,Malus spp,2,80,0,3,oak st,2020/12/30 00:00:00+00,{7B7FE995-8E98-448C-AEED-5651D4C4ACFF}
1454249.14211108,726216.521103822,4245,T,Betula papyrifera,2,80,0,15,oak st,2013/12/09 00:00:00+00,{1917A6D2-3D2A-41D1-8082-14F372BE957B}
1454404.52401816,726168.344034821,4246,T,Gleditsia triacanthos var. inermis 'Shademaster',19,70,0,93,walnut st,2017/07/14 00:00:00+00,{6C7E6F52-8585-440D-BC99-6AC5DEDFBDB6}
1454418.84715224,726198.292137653,4247,T,syringa reticulata,4,80,0,103,walnut st,2013/12/09 00:00:00+00,{BE5EB941-B6CB-4A25-89CE-20B34075B21D}
1454385.4269435,726208.274729237,4248,P,Unknown,0,0,0,103,walnut st,2013/12/09 00:00:00+00,{8AE2EE0A-6197-4663-B7D7-89519C05C41E}
1454277.56068941,726241.469872825,4249,S,syringa reticulata,6,0,0,20,oak st,2019/11/07 00:00:00+00,{BEFE719C-1479-446B-9D4D-880FC8083855}
1454223.1004965,726259.489849903,4250,S,syringa reticulata,4,0,0,12,oak st,2023/06/05 00:00:00+00,{D9047589-E4BA-4188-800B-BFB223877EE0}
1454451.61611558,726207.623483822,4251,R,,0,0,0,105,walnut st,2015/09/14 00:00:00+00,{EEB09E83-AC6F-431E-AC20-5CB2EBF78ED4}
1454482.43199883,726310.271244407,4252,T,syringa reticulata,6,70,0,115,walnut st,2020/01/22 00:00:00+00,{74F9391E-98E7-434F-8086-7F486DC9461B}
1454502.18031891,726373.422364824,4253,T,Malus spp,4,70,0,119,walnut st,2013/12/09 00:00:00+00,{40B03AAC-97CE-4913-BB95-8A538F95BE14}
1454428.82974383,726132.319828652,4254,T,syringa reticulata,3,70,0,93,walnut st,2023/10/03 00:00:00+00,{CCF16F65-4C64-4D77-AE1A-03239D465A04}
1454421.88520391,726109.31626574,4255,T,syringa reticulata,3,70,0,93,walnut st,2013/12/09 00:00:00+00,{F18B78F8-E1DC-4288-A806-948AE1BB65B1}
1454401.4859665,726047.901362322,4256,T,Malus spp,10,70,0,93,walnut st,2013/12/09 00:00:00+00,{7D3D900D-EBE8-4426-BA30-7C62607E9126}
1454395.84358933,726026.85087949,4257,T,Malus spp,9,70,0,87,walnut st,2023/10/03 00:00:00+00,{7360D31D-5171-4296-90BB-7D78BE1B1D29}
1454382.96270958,725990.35981074,4258,T,Malus 'Jewelcole',2,80,2017,87,walnut st,2018/09/26 00:00:00+00,{C635E0BD-0AA0-4E7D-9F1F-3D7C69BAA5A3}
1454376.96337774,725965.870030321,4259,T,Maackia amurensis,2,80,2020,83,walnut st,2020/10/30 00:00:00+00,{3D7E0433-5FCD-4977-9514-515E89886045}
1454365.02770608,725925.939663991,4260,T,syringa reticulata,3,70,0,79,walnut st,2022/06/22 00:00:00+00,{F4E289A2-FFD5-4459-A994-FD7BEE3F7A5E}
1454356.78100341,725901.63393832,4261,T,Malus spp,9,70,0,77,walnut st,2022/06/22 00:00:00+00,{05466943-EDE7-4893-B124-376D884BBC4A}
1454339.63700883,725844.993303575,4262,T,syringa reticulata,3,70,0,69,walnut st,2013/12/09 00:00:00+00,{119ECC3E-E254-452A-97C6-EF9E954055B0}
1454326.18198325,725806.798826158,4263,T,Crataegus crus-galli,2,80,2021,67,walnut st,2021/07/02 00:00:00+00,{926A671F-3D71-4834-95C5-C745A6DE5AFF}
1454316.85063708,725772.510836989,4264,T,syringa reticulata,3,70,0,63,walnut st,2013/12/09 00:00:00+00,{6D4302FC-55DD-4116-894C-AD660A8FFA4A}
1454306.86771741,725740.175599821,4265,T,Malus spp,7,70,0,59,walnut st,2013/12/09 00:00:00+00,{328BB8CD-8D8E-428C-B1F8-55FA052E5D2B}
1454293.629883,725697.424044907,4266,T,syringa reticulata,4,70,0,55,walnut st,2013/12/09 00:00:00+00,{48EEC3C8-6B80-499C-A2A0-65290CFBDCC2}
1454198.79509891,725385.358067989,4268,T,Pyrus calleryana 'Chanticleer',7,70,0,6,archibald st,2013/12/09 00:00:00+00,{016DF169-03E5-4B08-BDEE-6C50CF398EC3}
1454284.08134566,725515.783332072,4269,T,Acer platanoides,17,70,0,36,walnut st,2021/07/02 00:00:00+00,{96F89076-2C57-406C-96C5-DF6BB56BC300}
1454292.11085716,725550.288512401,4270,T,Tilia tomentosa 'Sterling',13,70,0,40,walnut st,2013/12/09 00:00:00+00,{BF7B0CC4-FF86-4D9A-A81F-434242C42AEC}
1454303.17874841,725581.972504154,4271,T,Acer x freemanii 'Autumn Blaze',9,70,0,44,walnut st,2013/12/09 00:00:00+00,{33C1E674-AA82-4637-B6CD-3C9EB1062DC1}
1454313.81225733,725617.345792986,4272,T,Acer x freemanii 'Autumn Blaze',9,70,0,46,walnut st,2013/12/09 00:00:00+00,{A6776C2B-FCB8-4319-92AC-26DABB08ED7E}
1454321.19085149,725645.123624571,4273,T,Acer x freemanii 'Autumn Blaze',9,70,0,50,walnut st,2014/06/18 00:00:00+00,{2C639943-10A9-4041-A9B5-81F611D78D00}
1454331.39030616,725679.411941819,4274,T,Tilia cordata,11,70,0,54,walnut st,2013/12/09 00:00:00+00,{58D42F74-C562-4276-8630-C819ED2B886F}
1454342.02414316,725711.529987819,4275,T,Tilia cordata,11,70,0,56,walnut st,2013/12/09 00:00:00+00,{49E97754-CABB-4DAB-9AD2-31465DA603FE}
1454360.4703005,725766.868459821,4276,T,Acer platanoides,18,70,0,70,walnut st,2013/12/09 00:00:00+00,{15165AE2-AC7E-4DF4-AF6D-64CDCBE34E31}
1454377.747825,725815.04323224,4277,T,Acer platanoides,15,70,0,70,walnut st,2013/12/09 00:00:00+00,{6621E804-6D05-4A98-8A8D-AEC7DEC6F590}
1454498.49102183,726218.257320821,4278,S,Acer platanoides,9,0,0,42,oak st,2021/06/08 00:00:00+00,{8ED4666D-152E-463B-9BA9-1737DD5FCB83}
1454517.80528766,726279.889087319,4279,T,Acer platanoides,20,70,0, 114,walnut st,2013/12/09 00:00:00+00,{6DA177EF-3845-4875-828D-A1920EA8F33F}
1454532.77933908,726332.623561904,4280,T,Tilia cordata 'Greenspire',18,70,0,116,walnut st,2021/06/08 00:00:00+00,{D8B326BC-2DE1-411A-A6AE-87096CBEAC00}
1454548.62117091,726375.592307985,4281,T,Acer platanoides,17,70,0,144,walnut st,2013/12/09 00:00:00+00,{0C9A51EE-C943-415A-A6E5-94AE8EBD3905}
1454555.78290199,726402.067976825,4282,T,Acer platanoides,17,70,0,144,walnut st,2013/12/09 00:00:00+00,{BF85BEB4-60EC-4B5C-A811-AE207736D6D6}
1454346.91881841,725317.758793741,4283,S,Acer negundo,29,0,0,23,archibald st,2016/10/21 00:00:00+00,{4D544C2F-BAFA-48AC-A014-4265BA77BA96}
1454479.0802995,725411.942660488,4284,S,Acer rubrum,25,0,0,5,saint louis st,2020/06/16 00:00:00+00,{DBB0B2B3-9406-457A-8D2E-D5845F7B751E}
1454491.23283425,725451.222109489,4285,T,Gleditsia triacanthos var. inermis 'Shademaster',22,80,0,13,saint louis st,2018/09/26 00:00:00+00,{23E2746A-7682-4487-942D-E7FA57378C78}
1454501.43261699,725488.331615321,4286,T,Acer campestre,12,70,0,13,saint louis st,2018/07/12 00:00:00+00,{E9C053AB-5110-48D7-999E-84BEFA90D0B7}
1454512.28331708,725519.798743986,4287,T,Gleditsia triacanthos var. inermis 'Shademaster',19,70,0,15,saint louis st,2013/12/09 00:00:00+00,{7143D3A9-CB21-450E-BC1E-06331B650E16}
1454518.57661158,725541.066089906,4288,S,Prunus sargentii,9,70,0,19,saint louis st,2022/06/22 00:00:00+00,{CC8405D9-04C2-4AC7-9CF3-1EF9703084D8}
1454522.91682599,725552.350844242,4289,R,,0,0,0,19,saint louis st,2020/11/27 00:00:00+00,{E9195EA3-90E5-4549-A26C-FD4C5FD80180}
1454530.72947441,725579.043376155,4290,T,Prunus sargentii,2,80,2021,23,saint louis st,2021/08/06 00:00:00+00,{CC055AAE-0C76-47D0-83B9-C8F7FCC463BD}
1454541.14612025,725616.152881987,4291,T,Gleditsia triacanthos var. inermis 'Shademaster',19,70,0,25,saint louis st,2013/12/09 00:00:00+00,{6B31880B-0CEC-4305-80C4-7C7CB7D68538}
1454494.92213133,725673.010379821,4292,T,Acer saccharum,23,50,0, ,saint louis st,2023/03/17 00:00:00+00,{6EB55F86-5AA2-46B3-9262-417E0FE2844C}
1454509.37518641,725782.342182152,4293,T,Acer saccharum,22,50,0, ,saint louis st,2023/03/17 00:00:00+00,{6C1EEF60-F2E9-479F-B840-4E5DFD36C354}
1454561.89279791,725680.34566699,4294,T,Tilia tomentosa 'Sterling',25,70,0, ,saint louis st,2023/03/17 00:00:00+00,{335CA6EC-77FC-426F-A0F8-15384028EAD5}
1454573.59421808,725718.064751655,4295,T,Celtis occidentalis,6,80,2008, ,saint louis st,2023/03/17 00:00:00+00,{D0D3AF07-8495-4DA3-BBEC-A747F84EE5D3}
1454582.72608958,725747.619810656,4296,T,Tilia cordata 'Greenspire',18,70,0, ,saint louis st,2023/03/17 00:00:00+00,{23F0822B-B212-471C-964F-F354781152E3}
1454411.28515949,725830.519251153,4297,T,Celtis occidentalis,9,50,0,70,walnut st,2023/03/17 00:00:00+00,{C78E40A1-9867-48F8-BEE5-FD531291E3D9}
1454452.51768858,725817.498279825,4298,T,Celtis occidentalis,8,70,0,5,willow st,2023/03/17 00:00:00+00,{D5EC8C1B-13DA-48CE-9569-3FDC5F98307E}
1454488.54189475,725807.081633985,4299,T,Celtis occidentalis,8,70,0, ,willow st,2023/03/17 00:00:00+00,{24226D93-A86F-4E4D-8DB7-E63AF58BF890}
1454531.07658658,725793.626936488,4300,T,Celtis occidentalis,12,70,0, ,willow st,2023/03/17 00:00:00+00,{185B3093-4A69-4F55-9CDF-55935574A266}
1454563.62868683,725783.209962569,4301,T,Celtis occidentalis,11,70,0, ,willow st,2023/03/17 00:00:00+00,{5EB5EA89-9455-4A79-A783-BCB7A9FCE4B4}
1454601.04199783,725699.051994406,4302,T,syringa reticulata,2,80,0,36,saint louis st,2013/12/09 00:00:00+00,{B86E58F1-3BAC-427E-9C8D-FDED19E75137}
1454589.10632616,725656.517302573,4303,T,Acer campestre,16,70,0,30,saint louis st,2013/12/09 00:00:00+00,{35789A50-72A4-449E-81DD-98638AD5CF17}
1454578.03843491,725621.578067988,4304,T,Parrotia persica,2,80,2016,26,saint louis st,2016/06/15 00:00:00+00,{5F853F26-2FBB-4CB7-9498-99407B9C1F07}
1454573.48135741,725602.915047571,4305,T,Acer campestre,11,70,0,26,saint louis st,2013/12/09 00:00:00+00,{07D986AC-B828-4F63-A225-19D21E6D7E7A}
1454563.28157466,725576.00532449,4306,T,Prunus spp,4,80,0,20,saint louis st,2019/03/26 00:00:00+00,{73A98FAC-4EB9-4D10-A676-6187FD53115D}
1454558.50730599,725560.163164571,4307,T,Prunus spp,4,80,0,20,saint louis st,2013/12/09 00:00:00+00,{412791F5-AFCD-4B60-BBED-A898D1AD1522}
1454549.82654908,725532.602524154,4308,T,Maackia amurensis 'Starburst',4,80,2016,16,saint louis st,2016/06/15 00:00:00+00,{9C9FF4B0-3F19-44B0-9B6C-1FA82422B4FD}
1454532.75473283,725477.273238488,4309,T,Prunus sargentii,3,80,2014,12,saint louis st,2019/03/26 00:00:00+00,{F1F05AC8-BA45-4E84-9B82-7AF9199FA6BE}
1454890.00401833,725712.601179905,4310,T,Acer rubrum,14,70,0,52,willow st,2018/09/25 00:00:00+00,{C6E41C76-C513-48BC-B481-5DB3247FA0FC}
1454963.96220374,725688.642894492,4311,T,Acer x freemanii 'Autumn Blaze',14,70,0,155,intervale av,2013/12/12 00:00:00+00,{5C1BEB34-0EF5-49C1-B8BD-021C1E706493}
1454741.73987916,725836.515958324,4312,R,Unknown,0,0,0, , ,2014/07/11 00:00:00+00,{08D3255C-0888-4F1C-9183-E0298FA9D999}
1454628.24174658,725804.615103491,4313,S,Acer platenoides 'Emerald Queen',19,0,0, , ,2022/09/23 00:00:00+00,{28C171CE-1DB3-4403-987B-915B9C987C43}
1454642.99860683,725801.142669491,4314,T,Acer platenoides 'Emerald Queen',15,70,0, , ,2023/03/13 00:00:00+00,{FB0CCC42-159C-4EDD-9C7E-B327D231B76E}
1454660.35979258,725795.066566154,4315,T,Acer platenoides 'Emerald Queen',15,70,0, , ,2023/03/13 00:00:00+00,{A75CA6CD-C5B8-47CA-8B72-5D270C1CD3F6}
1454673.38076391,725790.726023652,4316,T,Acer platenoides 'Emerald Queen',15,70,0, , ,2023/03/13 00:00:00+00,{5B133104-AB4E-4156-BFEA-6CA648982FB8}
1454691.392867,725784.432729155,4317,T,Acer platenoides 'Emerald Queen',14,70,0, , ,2023/03/13 00:00:00+00,{8466872D-A9E9-4397-A6E4-76AFDA216151}
1454703.54540174,725780.309377819,4318,T,Acer platenoides 'Emerald Queen',11,50,0, , ,2023/03/13 00:00:00+00,{0F5D4D10-9C09-46FB-AFB7-E3BF48C10E18}
1454717.65134466,725775.752300322,4319,T,Acer platenoides 'Emerald Queen',15,50,0, , ,2023/03/13 00:00:00+00,{5E951728-76A4-4BF6-AD88-4AF69EB34C30}
1454734.79566733,725769.458677739,4320,T,Acer platenoides 'Emerald Queen',13,70,0, , ,2023/03/13 00:00:00+00,{7323A5F7-953A-4344-968E-B3F77F12261C}
1454749.76939066,725764.467545986,4321,T,Acer platenoides 'Emerald Queen',12,50,0, , ,2023/03/13 00:00:00+00,{1BCBDE38-AAB2-4748-B916-ED133454C39C}
1454763.00722508,725759.042031907,4322,T,Acer platenoides 'Emerald Queen',11,50,0, , ,2023/03/13 00:00:00+00,{D25903D0-EE07-4D5B-BCA9-E6AF8C43376F}
1454777.54722225,725754.050900154,4323,S,Acer platenoides 'Emerald Queen',8,0,0, , ,2015/02/04 00:00:00+00,{800D26C8-B2F4-4715-9C96-ECB42AF35A85}
1454793.38938216,725749.059440322,4324,S,Acer platenoides 'Emerald Queen',13,0,0, , ,2023/03/13 00:00:00+00,{F544C301-3DB3-4DEC-BB43-046A50A1C373}
1454808.79715975,725743.417063154,4325,T,Acer platenoides 'Emerald Queen',12,70,0, , ,2023/03/13 00:00:00+00,{04C0377A-C5F5-40B0-ABF0-478A2B10E393}
1454822.90310266,725739.510902986,4326,S,Acer platenoides 'Emerald Queen',15,0,0, , ,2023/03/16 00:00:00+00,{607A85BA-E299-469D-B2FE-5356CC1F15DF}
1454836.57499133,725747.54041449,4327,T,Acer platenoides 'Emerald Queen',12,70,0, , ,2013/12/12 00:00:00+00,{B6F12A01-F022-48BD-8B5B-213BBA71F687}
1454841.34925999,725761.863220491,4328,T,Acer platenoides 'Emerald Queen',15,70,0, , ,2013/12/12 00:00:00+00,{C135B345-ABF3-4D68-814E-4E3D2120A020}
1454846.68816008,725775.619754657,4329,T,Acer platenoides 'Emerald Queen',12,70,0, , ,2013/12/12 00:00:00+00,{2D3761F3-D7C6-44A9-B615-00F1E74E8C6F}
1454850.46407116,725789.206997819,4330,T,Acer platenoides 'Emerald Queen',14,70,0, , ,2013/12/12 00:00:00+00,{E0D4DDB3-7676-466F-8D43-723AB5AEEB38}
1454858.71044575,725818.503855236,4331,T,Acer platenoides 'Emerald Queen',12,70,0, , ,2013/12/12 00:00:00+00,{6CFF1E76-E8B1-47A3-B959-198859CBF6BB}
1454863.26785133,725833.261043571,4332,S,Acer platenoides 'Emerald Queen',12,0,0, , ,2023/03/16 00:00:00+00,{C31227AF-6C46-44A1-8645-9A8F6A2BACFE}
1454868.69303733,725848.451958075,4333,S,Acer platenoides 'Emerald Queen',12,0,0, , ,2018/09/10 00:00:00+00,{AE1F773D-9EEC-4D26-9FCE-AD915944E526}
1454872.81638866,725861.472601324,4334,S,Acer platenoides 'Emerald Queen',11,0,0, , ,2023/03/16 00:00:00+00,{DFD14D60-0E36-4B31-885A-84C6A0F25337}
1454887.13919466,725901.620158821,4335,T,Acer platenoides 'Emerald Queen',11,70,0, , ,2013/12/12 00:00:00+00,{F7091350-BB6A-421A-AA98-296CD62CCD13}
1454894.73465191,725932.436370157,4336,T,Acer platenoides 'Emerald Queen',13,70,0, , ,2013/12/12 00:00:00+00,{914B1C5F-D7BE-4FB2-8F38-08DF261634AA}
1454900.01318466,725952.242104821,4337,T,Acer platenoides 'Emerald Queen',10,50,0, , ,2023/03/16 00:00:00+00,{C866C5E1-ABF9-4F5A-95AB-87C2C666BD0C}
1454907.97248633,725975.838842407,4338,S,Acer platenoides 'Emerald Queen',11,0,0, , ,2018/09/10 00:00:00+00,{C8EDF6BE-442B-44A4-8A12-B2F85F096A8F}
1454912.96394616,725991.681002319,4339,T,Acer platenoides 'Emerald Queen',10,50,0, , ,2017/01/26 00:00:00+00,{462E0FC8-F220-43F4-A43B-6F857097E4C5}
1454907.321569,726003.399810903,4340,S,Acer platenoides 'Emerald Queen',10,0,0, , ,2023/03/16 00:00:00+00,{E487F64A-49F3-4C7E-B7AD-D4F887E69BEB}
