plant_id,surveyed_on,surveyor,dbh_in,height_ft,spread_ft,condition,status,photo,notes
UVM-4166,2023-10-29,EC,,,,good,active,,
UVM-3279,2023-10-29,EC,,,,good,active,,
UVM-4167,2023-10-29,EC,,,,good,active,,
UVM-4168,2023-10-29,EC,,,,good,active,,
UVM-4169,2023-10-29,EC,,,,good,active,,
UVM-4170,2023-10-29,EC,,,,good,active,,
UVM-4171,2023-10-29,EC,,,,good,active,,
UVM-4172,2023-10-29,EC,,,,good,active,,
UVM-4173,2023-10-29,EC,,,,good,active,,
UVM-4174,2023-10-29,EC,,,,good,active,,
UVM-4175,2023-10-29,EC,,,,good,active,,
UVM-4176,2023-10-29,EC,,,,good,active,,
UVM-0255,2023-10-29,EC,,,,good,active,,
UVM-0254,2023-10-29,EC,,,,good,active,,
UVM-4177,2023-10-29,EC,,,,good,active,,
UVM-3285,2023-10-29,EC,,,,good,active,,
UVM-4178,2023-10-29,EC,,,,good,active,,
UVM-3258,2023-10-29,EC,,,,good,active,,
UVM-0234,2023-10-29,EC,,,,good,active,,
UVM-0233,2023-10-29,EC,,,,good,active,,
UVM-1301,2023-10-29,EC,,,,good,active,,
UVM-0231,2023-10-29,EC,,,,good,active,,
UVM-1032,2023-10-29,EC,,,,good,active,,
UVM-4179,2023-10-29,EC,,,,good,active,,
UVM-0229,2023-10-29,EC,,,,good,active,,
UVM-3257,2023-10-29,EC,,,,good,active,,
UVM-0227,2023-10-29,EC,,,,good,active,,
UVM-0224,2023-10-29,EC,,,,good,active,,
UVM-4180,2023-10-29,EC,,,,good,active,,
UVM-3256,2023-10-29,EC,,,,good,active,,
UVM-0221,2023-10-29,EC,,,,fair,active,,
UVM-0220,2023-10-29,EC,,,,good,active,,
UVM-4181,2023-10-29,EC,,,,good,active,,
UVM-3232,2023-10-29,EC,,,,good,active,,
UVM-0212,2023-10-29,EC,,,,good,active,,
UVM-0213,2023-10-29,EC,,,,good,active,,
UVM-0214,2023-10-29,EC,,,,good,active,,
UVM-0215,2023-10-29,EC,,,,good,active,,
UVM-0216,2023-10-29,EC,,,,good,active,,
UVM-0217,2023-10-29,EC,,,,good,active,,
UVM-0218,2023-10-29,EC,,,,good,active,,
UVM-3233,2023-10-29,EC,,,,good,active,,
UVM-0210,2023-10-29,EC,,,,good,active,,
UVM-1022,2023-10-29,EC,,,,good,active,,
UVM-1024,2023-10-29,EC,,,,good,active,,
UVM-1021,2023-10-29,EC,,,,good,active,,
UVM-1019,2023-10-29,EC,,,,good,active,,
UVM-1017,2023-10-29,EC,,,,good,active,,
UVM-0992,2023-10-29,EC,,,,good,active,,
UVM-1015,2023-10-29,EC,,,,good,active,,
UVM-1013,2023-10-29,EC,,,,good,active,,
UVM-1029,2023-10-29,EC,,,,good,active,,
UVM-1027,2023-10-29,EC,,,,good,active,,
UVM-3286,2023-10-29,EC,,,,good,active,,
UVM-1009,2023-10-29,EC,,,,good,active,,
UVM-1008,2023-10-29,EC,,,,good,active,,
UVM-1007,2023-10-29,EC,,,,good,active,,
UVM-0598,2023-10-29,EC,,,,good,active,,
UVM-0599,2023-10-29,EC,,,,good,active,,
UVM-0597,2023-10-29,EC,,,,good,active,,
UVM-0595,2023-10-29,EC,,,,good,active,,
UVM-0593,2023-10-29,EC,,,,good,active,,
UVM-0594,2023-10-29,EC,,,,good,active,,
UVM-2889,2023-10-29,EC,,,,good,active,,
UVM-0590,2023-10-29,EC,,,,good,active,,
UVM-0591,2023-10-29,EC,,,,good,active,,
UVM-0588,2023-10-29,EC,,,,good,active,,
UVM-2890,2023-10-29,EC,,,,fair,active,,
UVM-0587,2023-10-29,EC,,,,good,active,,
UVM-2891,2023-10-29,EC,,,,good,active,,
UVM-2892,2023-10-29,EC,,,,good,active,,
UVM-0584,2023-10-29,EC,,,,good,active,,
UVM-0583,2023-10-29,EC,,,,good,active,,
UVM-0582,2023-10-29,EC,,,,good,active,,
UVM-0581,2023-10-29,EC,,,,good,active,,
UVM-0580,2023-10-29,EC,,,,good,active,,
UVM-4182,2023-10-29,EC,,,,good,active,,"TAG UNCERTAIN: recorded as ""902 or 578"" — check in person"
UVM-0571,2023-10-29,EC,,,,good,active,,
UVM-2894,2023-10-29,EC,,,,good,active,,
UVM-0904,2023-10-29,EC,,,,good,active,,
UVM-2896,2023-10-29,EC,,,,good,active,,
UVM-0573,2023-10-29,EC,,,,good,active,,
UVM-0568,2023-10-29,EC,,,,good,active,,
UVM-0911,2023-10-29,EC,,,,good,active,,
UVM-0549,2023-10-29,EC,,,,good,active,,
UVM-4183,2023-10-29,EC,,,,good,active,,
UVM-4184,2023-10-29,EC,,,,good,active,,
UVM-2900,2023-10-29,EC,,,,good,active,,
UVM-2899,2023-10-29,EC,,,,good,active,,
UVM-2897,2023-10-29,EC,,,,good,active,,
UVM-0563,2023-10-29,EC,,,,good,active,,
UVM-0562,2023-10-29,EC,,,,good,active,,
UVM-0560,2023-10-29,EC,,,,good,active,,
UVM-0574,2023-10-29,EC,,,,good,active,,
UVM-0558,2023-10-29,EC,,,,good,active,,
UVM-0557,2023-10-29,EC,,,,good,active,,
UVM-0556,2023-10-29,EC,,,,good,active,,
UVM-0575,2023-10-29,EC,,,,good,active,,
UVM-0576,2023-10-29,EC,,,,good,active,,
UVM-1011,2023-10-29,EC,,,,good,active,,
UVM-3287,2023-10-29,EC,,,,good,active,,
UVM-3288,2023-10-29,EC,,,,good,active,,
UVM-3289,2023-10-29,EC,,,,good,active,,
UVM-3290,2023-10-29,EC,,,,good,active,,
UVM-3291,2023-10-29,EC,,,,good,active,,
UVM-3292,2023-10-29,EC,,,,good,active,,
UVM-3293,2023-10-29,EC,,,,good,active,,
UVM-3294,2023-10-29,EC,,,,good,active,,
UVM-3300,2023-10-29,EC,,,,good,active,,
UVM-3299,2023-10-29,EC,,,,good,active,,
UVM-3298,2023-10-29,EC,,,,good,active,,
UVM-4185,2023-11-02,EC,,,,good,active,,
UVM-3802,2023-11-02,EC,,,,good,active,,
UVM-4186,2023-11-02,EC,,,,good,active,,
UVM-0861,2023-11-02,EC,,,,good,active,,
UVM-0860,2023-11-02,EC,,,,good,active,,
UVM-0859,2023-11-02,EC,,,,good,active,,
UVM-0858,2023-11-02,EC,,,,good,active,,
UVM-0857,2023-11-02,EC,,,,good,active,,
UVM-0856,2023-11-02,EC,,,,good,active,,
UVM-0855,2023-11-02,EC,,,,good,active,,
UVM-0854,2023-11-02,EC,,,,good,active,,
UVM-0853,2023-11-02,EC,,,,good,active,,
UVM-0852,2023-11-02,EC,,,,good,active,,
UVM-0851,2023-11-02,EC,,,,good,active,,
UVM-0850,2023-11-02,EC,,,,good,active,,
UVM-0849,2023-11-02,EC,,,,good,active,,
UVM-0848,2023-11-02,EC,,,,good,active,,
UVM-0847,2023-11-02,EC,,,,good,active,,
UVM-0846,2023-11-02,EC,,,,good,active,,
UVM-0845,2023-11-02,EC,,,,good,active,,
UVM-0843,2023-11-02,EC,,,,good,active,,
UVM-0844,2023-11-02,EC,,,,good,active,,
UVM-3803,2023-11-02,EC,,,,good,active,,
UVM-4187,2023-11-02,EC,,,,good,active,,
UVM-4188,2023-11-02,EC,,,,good,active,,
UVM-4189,2023-11-02,EC,,,,good,active,,
UVM-4190,2023-11-02,EC,,,,good,active,,
UVM-0842,2023-11-02,EC,,,,good,active,,
UVM-0841,2023-11-02,EC,,,,good,active,,
UVM-4191,2023-11-02,EC,,,,good,active,,
UVM-3804,2023-11-02,EC,,,,good,active,,
UVM-4192,2023-11-02,EC,,,,good,active,,
UVM-4193,2023-11-02,EC,,,,good,active,,
UVM-3806,2023-11-02,EC,,,,good,active,,
UVM-4194,2023-11-02,EC,,,,good,active,,
UVM-0840,2023-11-02,EC,,,,good,active,,
UVM-0839,2023-11-02,EC,,,,good,active,,
UVM-4195,2023-11-02,EC,,,,good,active,,
UVM-4196,2023-11-02,EC,,,,good,active,,
UVM-3805,2023-11-02,EC,,,,good,active,,
UVM-3808,2023-11-02,EC,,,,good,active,,
UVM-3807,2023-11-02,EC,,,,good,active,,
UVM-0833,2023-11-02,EC,,,,good,active,,
UVM-3230,2023-11-05,EC,,,,good,active,,
UVM-0009,2023-11-05,EC,,,,good,active,,
UVM-3231,2023-11-05,EC,,,,good,active,,
UVM-0002,2023-11-05,EC,,,,good,active,,
UVM-0001,2023-11-05,EC,,,,good,active,,
UVM-0012,2023-11-05,EC,,,,good,active,,
UVM-0026,2023-11-05,EC,,,,good,active,,
UVM-3228,2023-11-05,EC,,,,good,active,,
UVM-0028,2023-11-05,EC,,,,good,active,,
UVM-0030,2023-11-05,EC,,,,good,active,,
UVM-0029,2023-11-05,EC,,,,good,active,,
UVM-0036,2023-11-05,EC,,,,good,active,,
UVM-0016,2023-11-05,EC,,,,good,active,,
UVM-3229,2023-11-05,EC,,,,good,active,,
UVM-0018,2023-11-05,EC,,,,good,active,,
UVM-0019,2023-11-05,EC,,,,good,active,,
UVM-3227,2023-11-05,EC,,,,good,active,,
UVM-0021,2023-11-05,EC,,,,good,active,,
UVM-0023,2023-11-05,EC,,,,good,active,,
UVM-0038,2023-11-05,EC,,,,good,active,,
UVM-4197,2023-11-05,EC,,,,good,active,,
UVM-0039,2023-11-05,EC,,,,good,active,,
UVM-0041,2023-11-05,EC,,,,good,active,,
UVM-0040,2023-11-05,EC,,,,good,active,,
UVM-3226,2023-11-05,EC,,,,good,active,,
UVM-0046,2023-11-05,EC,,,,good,active,,
UVM-0045,2023-11-05,EC,,,,good,active,,
UVM-0047,2023-11-05,EC,,,,good,active,,
UVM-3224,2023-11-05,EC,,,,good,active,,
UVM-0050,2023-11-05,EC,,,,good,active,,
UVM-0051,2023-11-05,EC,,,,good,active,,
UVM-3225,2023-11-05,EC,,,,good,active,,
UVM-0053,2023-11-05,EC,,,,good,active,,
UVM-0054,2023-11-05,EC,,,,good,active,,
UVM-4198,2023-11-05,EC,,,,good,active,,
UVM-0058,2023-11-05,EC,,,,good,active,,
UVM-0062,2023-11-05,EC,,,,good,active,,
UVM-0059,2023-11-05,EC,,,,good,active,,
UVM-0060,2023-11-05,EC,,,,good,active,,
UVM-0061,2023-11-05,EC,,,,good,active,,
UVM-0064,2023-11-05,EC,,,,good,active,,
UVM-3223,2023-11-05,EC,,,,good,active,,
UVM-0067,2023-11-05,EC,,,,good,active,,
UVM-0068,2023-11-05,EC,,,,good,active,,
UVM-0081,2023-11-05,EC,,,,good,active,,
UVM-0080,2023-11-05,EC,,,,good,active,,
UVM-0077,2023-11-05,EC,,,,good,active,,
UVM-4199,2023-11-05,EC,,,,good,active,,
UVM-0075,2023-11-05,EC,,,,good,active,,
UVM-0074,2023-11-05,EC,,,,good,active,,
UVM-0073,2023-11-05,EC,,,,good,active,,
UVM-3222,2023-11-05,EC,,,,good,active,,
UVM-0069,2023-11-05,EC,,,,good,active,,
UVM-0088,2023-11-05,EC,,,,good,active,,
UVM-3220,2023-11-05,EC,,,,good,active,,
UVM-0084,2023-11-05,EC,,,,good,active,,
UVM-3221,2023-11-05,EC,,,,good,active,,
UVM-0085,2023-11-05,EC,,,,good,active,,
UVM-0104,2023-11-05,EC,,,,good,active,,
UVM-3218,2023-11-05,EC,,,,good,active,,
UVM-3219,2023-11-05,EC,,,,good,active,,
UVM-0101,2023-11-05,EC,,,,good,active,,
UVM-0100,2023-11-05,EC,,,,good,active,,
UVM-0105,2023-11-05,EC,,,,good,active,,
UVM-3217,2023-11-05,EC,,,,good,active,,
UVM-0109,2023-11-05,EC,,,,good,active,,
UVM-3216,2023-11-05,EC,,,,good,active,,
UVM-0112,2023-11-05,EC,,,,good,active,,
UVM-3215,2023-11-05,EC,,,,good,active,,
UVM-3214,2023-11-05,EC,,,,good,active,,
UVM-0120,2023-11-05,EC,,,,good,active,,
UVM-0119,2023-11-05,EC,,,,good,active,,
UVM-0115,2023-11-05,EC,,,,good,active,,
UVM-0116,2023-11-05,EC,,,,good,active,,
UVM-0117,2023-11-05,EC,,,,good,active,,
UVM-0121,2023-11-05,EC,,,,good,active,,
UVM-0122,2023-11-05,EC,,,,good,active,,
UVM-0126,2023-11-05,EC,,,,good,active,,
UVM-0123,2023-11-05,EC,,,,good,active,,
UVM-0124,2023-11-05,EC,,,,good,active,,
UVM-0125,2023-11-05,EC,,,,good,active,,
UVM-0129,2023-11-05,EC,,,,good,active,,
UVM-0128,2023-11-05,EC,,,,good,active,,
UVM-0130,2023-11-05,EC,,,,good,active,,
UVM-0131,2023-11-05,EC,,,,good,active,,
UVM-0132,2023-11-05,EC,,,,good,active,,
UVM-0163,2023-11-05,EC,,,,good,active,,
UVM-0154,2023-11-05,EC,,,,good,active,,
UVM-0162,2023-11-05,EC,,,,good,active,,
UVM-0161,2023-11-05,EC,,,,good,active,,
UVM-0160,2023-11-05,EC,,,,good,active,,
UVM-0090,2023-11-05,EC,,,,good,active,,
UVM-0091,2023-11-05,EC,,,,good,active,,
UVM-0092,2023-11-05,EC,,,,good,active,,
UVM-3213,2023-11-05,EC,,,,good,active,,
UVM-0094,2023-11-05,EC,,,,good,active,,
UVM-0095,2023-11-05,EC,,,,good,active,,
UVM-0098,2023-11-05,EC,,,,good,active,,
UVM-0146,2023-11-05,EC,,,,good,active,,
UVM-0096,2023-11-05,EC,,,,good,active,,
UVM-3212,2023-11-05,EC,,,,good,active,,
UVM-0138,2023-11-05,EC,,,,good,active,,
UVM-0140,2023-11-05,EC,,,,fair,active,,
UVM-0141,2023-11-05,EC,,,,good,active,,
UVM-0142,2023-11-05,EC,,,,good,active,,
UVM-0143,2023-11-05,EC,,,,good,active,,
UVM-0144,2023-11-05,EC,,,,good,active,,
UVM-4200,2023-11-05,EC,,,,good,active,,
UVM-0157,2023-11-05,EC,,,,good,active,,
UVM-4201,2023-11-05,EC,,,,good,active,,
UVM-0155,2023-11-05,EC,,,,good,active,,
UVM-4202,2023-11-05,EC,,,,good,active,,
UVM-0159,2023-11-05,EC,,,,good,active,,
UVM-0150,2023-11-05,EC,,,,good,active,,
UVM-0097,2023-11-05,EC,,,,good,active,,
UVM-0147,2023-11-05,EC,,,,good,active,,
UVM-0148,2023-11-05,EC,,,,good,active,,
UVM-0151,2023-11-05,EC,,,,good,active,,
UVM-0152,2023-11-05,EC,,,,good,active,,
UVM-0133,2023-11-05,EC,,,,good,active,,
UVM-0135,2023-11-05,EC,,,,good,active,,
UVM-0136,2023-11-05,EC,,,,good,active,,
UVM-4203,2023-11-05,EC,,,,good,active,,
UVM-4204,2023-11-05,EC,,,,good,active,,
UVM-0829,2023-11-05,EC,,,,good,active,,
UVM-4205,2023-11-05,EC,,,,good,active,,
UVM-4206,2023-11-05,EC,,,,good,active,,
UVM-4207,2023-11-05,EC,,,,good,active,,
UVM-0826,2023-11-05,EC,,,,good,active,,
UVM-0827,2023-11-05,EC,,,,good,active,,
UVM-0824,2023-11-05,EC,,,,good,active,,
UVM-4208,2023-11-05,EC,,,,good,active,,
UVM-0823,2023-11-05,EC,,,,good,active,,
UVM-4209,2023-11-05,EC,,,,good,active,,
UVM-4210,2023-11-05,EC,,,,good,active,,
UVM-4211,2023-11-05,EC,,,,good,active,,
UVM-0819,2023-11-05,EC,,,,good,active,,
UVM-4212,2023-11-05,EC,,,,good,active,,
UVM-4213,2023-11-05,EC,,,,good,active,,
UVM-4214,2023-11-05,EC,,,,good,active,,
UVM-4215,2023-11-05,EC,,,,good,active,,
UVM-4216,2023-11-05,EC,,,,good,active,,
UVM-3812,2023-11-05,EC,,,,good,active,,
UVM-3811,2023-11-05,EC,,,,good,active,,
UVM-4217,2023-11-05,EC,,,,good,active,,
UVM-4218,2023-11-05,EC,,,,good,active,,
UVM-0808,2023-11-05,EC,,,,good,active,,
UVM-4219,2023-11-05,EC,,,,good,active,,
UVM-4220,2023-11-05,EC,,,,good,active,,
UVM-4221,2023-11-05,EC,,,,good,active,,
UVM-4222,2023-11-05,EC,,,,good,active,,
UVM-4223,2023-11-05,EC,,,,good,active,,
UVM-4224,2023-11-05,EC,,,,good,active,,
UVM-0797,2023-11-05,EC,,,,good,active,,
UVM-3817,2023-11-05,EC,,,,good,active,,
UVM-3815,2023-11-05,EC,,,,good,active,,
UVM-0794,2023-11-05,EC,,,,good,active,,
UVM-0793,2023-11-05,EC,,,,good,active,,
UVM-0792,2023-11-05,EC,,,,good,active,,
UVM-3813,2023-11-05,EC,,,,good,active,,
UVM-0788,2023-11-05,EC,,,,good,active,,
UVM-2648,2023-11-05,EC,,,,good,active,,
UVM-2647,2023-11-05,EC,,,,good,active,,
UVM-2646,2023-11-05,EC,,,,good,active,,
UVM-2649,2023-11-05,EC,,,,good,active,,
UVM-2652,2023-11-05,EC,,,,good,active,,
UVM-2650,2023-11-05,EC,,,,good,active,,
UVM-2651,2023-11-05,EC,,,,good,active,,
UVM-2653,2023-11-05,EC,,,,good,active,,
UVM-2654,2023-11-05,EC,,,,good,active,,
UVM-2655,2023-11-05,EC,,,,good,active,,
UVM-4225,2023-11-05,EC,,,,good,active,,
UVM-4226,2023-11-05,EC,,,,good,active,,
UVM-4227,2023-11-05,EC,,,,good,active,,
UVM-2659,2023-11-05,EC,,,,good,active,,
UVM-2658,2023-11-05,EC,,,,good,active,,
UVM-2656,2023-11-05,EC,,,,good,active,,
UVM-2657,2023-11-05,EC,,,,good,active,,
UVM-4228,2023-11-05,EC,,,,good,active,,
UVM-4229,2023-11-05,EC,,,,good,active,,
UVM-4230,2023-11-05,EC,,,,good,active,,
UVM-4231,2023-11-05,EC,,,,good,active,,
UVM-4232,2023-11-05,EC,,,,good,active,,
UVM-4233,2023-11-05,EC,,,,good,active,,
UVM-4234,2023-11-05,EC,,,,good,active,,
UVM-2642,2023-11-05,EC,,,,good,active,,
UVM-4235,2023-11-05,EC,,,,good,active,,
UVM-4236,2023-11-05,EC,,,,good,active,,
UVM-2639,2023-11-05,EC,,,,good,active,,
UVM-4237,2023-11-05,EC,,,,good,active,,
UVM-4238,2023-11-05,EC,,,,good,active,,
UVM-4239,2023-11-10,EC,,,,good,active,,
UVM-2638,2023-11-10,EC,,,,fair,active,,
UVM-2629,2023-11-10,EC,,,,good,active,,
UVM-4240,2023-11-10,EC,,,,good,active,,
UVM-2630,2023-11-10,EC,,,,good,active,,
UVM-2627,2023-11-10,EC,,,,good,active,,
UVM-2628,2023-11-10,EC,,,,good,active,,
UVM-2637,2023-11-10,EC,,,,good,active,,
UVM-2635,2023-11-10,EC,,,,good,active,,
UVM-2636,2023-11-10,EC,,,,good,active,,
UVM-2634,2023-11-10,EC,,,,good,active,,
UVM-2626,2023-11-10,EC,,,,good,active,,
UVM-2640,2023-11-10,EC,,,,good,active,,
UVM-2631,2023-11-10,EC,,,,good,active,,
UVM-2632,2023-11-10,EC,,,,good,active,,
UVM-2633,2023-11-10,EC,,,,good,active,,
UVM-2641,2023-11-10,EC,,,,good,active,,
UVM-2643,2023-11-10,EC,,,,good,active,,
UVM-2644,2023-11-10,EC,,,,good,active,,
UVM-4241,2023-11-10,EC,,,,good,active,,
UVM-2645,2023-11-10,EC,,,,good,active,,
UVM-4242,2023-11-10,EC,,,,good,active,,
UVM-4243,2023-11-10,EC,,,,good,active,,
UVM-4244,2023-11-10,EC,,,,good,active,,
UVM-2623,2023-11-10,EC,,,,good,active,,
UVM-2625,2023-11-10,EC,,,,good,active,,
UVM-2624,2023-11-10,EC,,,,good,active,,
UVM-2622,2023-11-10,EC,,,,good,active,,
UVM-2621,2023-11-10,EC,,,,good,active,,
UVM-2618,2023-11-10,EC,,,,good,active,,
UVM-2620,2023-11-10,EC,,,,good,active,,
UVM-2619,2023-11-10,EC,,,,good,active,,
UVM-2617,2023-11-10,EC,,,,good,active,,
UVM-2616,2023-11-10,EC,,,,good,active,,
UVM-4245,2023-11-10,EC,,,,good,active,,
UVM-4246,2023-11-10,EC,,,,good,active,,
UVM-4247,2023-11-10,EC,,,,good,active,,
UVM-4248,2023-11-10,EC,,,,good,active,,
UVM-4249,2023-11-10,EC,,,,good,active,,
UVM-4250,2023-11-10,EC,,,,good,active,,
UVM-4251,2023-11-10,EC,,,,good,active,,
UVM-4252,2023-11-10,EC,,,,good,active,,
UVM-4253,2023-11-10,EC,,,,good,active,,
UVM-2534,2023-11-10,EC,,,,good,active,,
UVM-2533,2023-11-10,EC,,,,good,active,,
UVM-2532,2023-11-10,EC,,,,good,active,,
UVM-2528,2023-11-10,EC,,,,good,active,,
UVM-2527,2023-11-10,EC,,,,good,active,,
UVM-2526,2023-11-10,EC,,,,good,active,,
UVM-2523,2023-11-10,EC,,,,good,active,,
UVM-2524,2023-11-10,EC,,,,good,active,,
UVM-2525,2023-11-10,EC,,,,good,active,,
UVM-2539,2023-11-10,EC,,,,good,active,,
UVM-2538,2023-11-10,EC,,,,good,active,,
UVM-2537,2023-11-10,EC,,,,good,active,,
UVM-2615,2023-11-10,EC,,,,good,active,,
UVM-4254,2023-11-10,EC,,,,good,active,,
UVM-4255,2023-11-10,EC,,,,good,active,,
UVM-4256,2023-11-10,EC,,,,good,active,,
UVM-2613,2023-11-10,EC,,,,fair,active,,
UVM-2614,2023-11-10,EC,,,,good,active,,
UVM-2611,2023-11-10,EC,,,,good,active,,
UVM-2610,2023-11-10,EC,,,,good,active,,
UVM-2609,2023-11-10,EC,,,,good,active,,
UVM-2608,2023-11-10,EC,,,,good,active,,
UVM-2607,2023-11-10,EC,,,,good,active,,
UVM-2606,2023-11-10,EC,,,,good,active,,
UVM-2604,2023-11-10,EC,,,,good,active,,
UVM-4257,2023-11-10,EC,,,,good,active,,
UVM-4258,2023-11-10,EC,,,,good,active,,
UVM-4259,2023-11-10,EC,,,,good,active,,
UVM-4260,2023-11-10,EC,,,,good,active,,
UVM-2602,2023-11-10,EC,,,,good,active,,
UVM-2603,2023-11-10,EC,,,,good,active,,
UVM-2605,2023-11-10,EC,,,,good,active,,
UVM-2601,2023-11-10,EC,,,,good,active,,
UVM-2600,2023-11-10,EC,,,,good,active,,
UVM-2543,2023-11-10,EC,,,,good,active,,
UVM-2542,2023-11-10,EC,,,,good,active,,
UVM-2521,2023-11-10,EC,,,,good,active,,
UVM-2499,2023-11-10,EC,,,,good,active,,
UVM-2500,2023-11-10,EC,,,,good,active,,
UVM-2498,2023-11-10,EC,,,,good,active,,
UVM-2497,2023-11-10,EC,,,,good,active,,
UVM-2496,2023-11-10,EC,,,,good,active,,
UVM-2495,2023-11-10,EC,,,,good,active,,
UVM-2544,2023-11-10,EC,,,,good,active,,
UVM-2545,2023-11-10,EC,,,,good,active,,
UVM-2546,2023-11-10,EC,,,,good,active,,
UVM-3254,2023-11-10,EC,,,,good,active,,
UVM-2547,2023-11-10,EC,,,,good,active,,
UVM-2550,2023-11-10,EC,,,,good,active,,
UVM-2552,2023-11-10,EC,,,,good,active,,
UVM-2553,2023-11-10,EC,,,,good,active,,
UVM-3251,2023-11-10,EC,,,,good,active,,
UVM-2549,2023-11-10,EC,,,,good,active,,
UVM-2548,2023-11-10,EC,,,,good,active,,
UVM-3253,2023-11-10,EC,,,,good,active,,
UVM-3247,2023-11-10,EC,,,,good,active,,
UVM-3250,2023-11-10,EC,,,,good,active,,
UVM-2554,2023-11-10,EC,,,,good,active,,
UVM-3245,2023-11-10,EC,,,,good,active,,
UVM-3246,2023-11-10,EC,,,,good,active,,
UVM-3248,2023-11-10,EC,,,,fair,active,,
UVM-3249,2023-11-10,EC,,,,good,active,,
UVM-4261,2023-11-10,EC,,,,good,active,,TAG DISPUTED: tag 3247 is also on UVM-3247 — check in person
UVM-3242,2023-11-10,EC,,,,good,active,,
UVM-3244,2023-11-10,EC,,,,good,active,,
UVM-4262,2023-11-10,EC,,,,good,active,,TAG DISPUTED: tag 2554 is also on UVM-2554 — check in person
UVM-3243,2023-11-10,EC,,,,good,active,,
UVM-3241,2023-11-10,EC,,,,good,active,,
UVM-3240,2023-11-10,EC,,,,good,active,,
UVM-3239,2023-11-10,EC,,,,good,active,,
UVM-2494,2023-11-10,EC,,,,good,active,,
UVM-2493,2023-11-10,EC,,,,good,active,,
UVM-2491,2023-11-10,EC,,,,good,active,,
UVM-3234,2023-11-10,EC,,,,good,active,,
UVM-3237,2023-11-10,EC,,,,good,active,,
UVM-3236,2023-11-10,EC,,,,good,active,,
UVM-3235,2023-11-10,EC,,,,good,active,,
UVM-4263,2023-11-10,EC,,,,good,active,,
UVM-4264,2023-11-10,EC,,,,good,active,,
UVM-4265,2023-11-10,EC,,,,good,active,,
UVM-4266,2023-11-10,EC,,,,good,active,,
UVM-3238,2023-11-10,EC,,,,good,active,,
UVM-2865,2023-11-11,EC,,,,good,active,,
UVM-2866,2023-11-11,EC,,,,good,active,,
UVM-1627,2023-11-11,EC,,,,good,active,,
UVM-4267,2023-11-11,EC,,,,good,active,,
UVM-4268,2023-11-11,EC,,,,good,active,,
UVM-1626,2023-11-11,EC,,,,good,active,,
UVM-4269,2023-11-11,EC,,,,good,active,,
UVM-1634,2023-11-11,EC,,,,good,active,,
UVM-4270,2023-11-11,EC,,,,good,active,,
UVM-4271,2023-11-11,EC,,,,good,active,,
UVM-4272,2023-11-11,EC,,,,good,active,,
UVM-4273,2023-11-11,EC,,,,good,active,,
UVM-2869,2023-11-11,EC,,,,good,active,,
UVM-2868,2023-11-11,EC,,,,good,active,,
UVM-4274,2023-11-11,EC,,,,good,active,,
UVM-4275,2023-11-11,EC,,,,good,active,,TAG DISPUTED: tag 623 is also on UVM-0623 — check in person
UVM-4276,2023-11-11,EC,,,,good,active,,
UVM-1619,2023-11-11,EC,,,,good,active,,
UVM-1617,2023-11-11,EC,,,,good,active,,
UVM-1616,2023-11-11,EC,,,,good,active,,
UVM-1615,2023-11-11,EC,,,,fair,active,,
UVM-2764,2023-11-11,EC,,,,good,active,,
UVM-4277,2023-11-11,EC,,,,good,active,,
UVM-1611,2023-11-11,EC,,,,good,active,,
UVM-1609,2023-11-11,EC,,,,good,active,,
UVM-1608,2023-11-11,EC,,,,good,active,,
UVM-2863,2023-11-11,EC,,,,good,active,,
UVM-2861,2023-11-11,EC,,,,good,active,,
UVM-2862,2023-11-11,EC,,,,good,active,,
UVM-4278,2023-11-11,EC,,,,good,active,,
UVM-1639,2023-11-11,EC,,,,good,active,,
UVM-1640,2023-11-11,EC,,,,good,active,,
UVM-1641,2023-11-11,EC,,,,good,active,,
UVM-2860,2023-11-11,EC,,,,good,active,,
UVM-1646,2023-11-11,EC,,,,good,active,,
UVM-1648,2023-11-11,EC,,,,good,active,,
UVM-1645,2023-11-11,EC,,,,good,active,,
UVM-1644,2023-11-11,EC,,,,good,active,,
UVM-1642,2023-11-11,EC,,,,good,active,,
UVM-1643,2023-11-11,EC,,,,good,active,,
UVM-4279,2023-11-11,EC,,,,good,active,,
UVM-4280,2023-11-11,EC,,,,good,active,,
UVM-4281,2023-11-11,EC,,,,good,active,,
UVM-2859,2023-11-11,EC,,,,good,active,,
UVM-1650,2023-11-11,EC,,,,good,active,,
UVM-4282,2023-11-11,EC,,,,good,active,,
UVM-4283,2023-11-11,EC,,,,good,active,,
UVM-4284,2023-11-11,EC,,,,good,active,,
UVM-4285,2023-11-11,EC,,,,good,active,,
UVM-4286,2023-11-11,EC,,,,good,active,,
UVM-4287,2023-11-11,EC,,,,good,active,,
UVM-1651,2023-11-11,EC,,,,good,active,,
UVM-2858,2023-11-11,EC,,,,fair,active,,
UVM-4288,2023-11-11,EC,,,,good,active,,
UVM-4289,2023-11-11,EC,,,,good,active,,
UVM-4290,2023-11-11,EC,,,,good,active,,
UVM-4291,2023-11-11,EC,,,,good,active,,
UVM-4292,2023-11-11,EC,,,,good,active,,
UVM-4293,2023-11-11,EC,,,,good,active,,
UVM-4294,2023-11-11,EC,,,,good,active,,
UVM-4295,2023-11-11,EC,,,,good,active,,
