city_id,taxon_id,lat,lng,collection_id,dbh_in,condition,planted_year,address,recorded_on,source_id
BTV-5414,celtis-occidentalis,44.474074,-73.193350,central,7,good,,Main St,2014-04-15,{D23D4F2C-D98D-4154-9114-A13C756FE15C}
BTV-5415,celtis-occidentalis,44.474124,-73.193461,central,6,good,,Main St,2014-04-15,{4B395581-7CDF-47FF-B8CB-A832FE27B746}
BTV-5416,celtis-occidentalis,44.474175,-73.193579,central,7,fair,,Main St,2014-04-15,{63B92F90-3577-4AE6-8484-CD01733D100A}
BTV-5417,celtis-occidentalis,44.474231,-73.193697,central,6,fair,,Main St,2014-04-15,{6A83DD08-F601-4925-8494-B1BB7353D8B2}
BTV-5418,celtis-occidentalis,44.474282,-73.193816,central,5,good,,Main St,2014-04-15,{BCACEB2A-FF6A-41A3-B676-505F8767B547}
BTV-5419,celtis-occidentalis,44.474333,-73.193930,central,7,good,,Main St,2014-04-15,{B9056701-5D50-44E6-A814-520DDBE39C22}
BTV-5420,celtis-occidentalis,44.474383,-73.194037,central,8,fair,,Main St,2014-04-15,{479A5A04-D622-4109-8C69-3344F2F53E63}
BTV-5421,celtis-occidentalis,44.474435,-73.194166,central,7,fair,,Main St,2014-04-15,{FA4D6F6C-3F09-49AB-BFDF-466FD30C4CC0}
BTV-5422,celtis-occidentalis,44.474481,-73.194273,central,7,fair,,Main St,2014-04-15,{15559A3A-CC1F-4835-8394-C5DFEB4E0BF5}
BTV-5426,acer-platanoides,44.476918,-73.202985,central,10,good,,112 South Williams St,2018-12-07,{70A5CFD6-4DEE-4306-86C4-FC018722A97F}
BTV-5427,acer-platanoides,44.476685,-73.202964,central,11,fair,,112 South Williams St,2018-12-07,{A134DA0A-AD55-4E60-B579-CEF1C3B70205}
BTV-5428,fraxinus-pennsylvanica,44.476479,-73.200391,central,8,good,,Main St,2018-12-07,{F4E99985-E2E8-488D-8D12-4A4F6D7FA247}
BTV-5429,fraxinus-pennsylvanica,44.476483,-73.200073,central,10,good,,Main St,2018-12-07,{0BC7B63C-DFFE-4C6B-B1A5-0DBB5368CEAF}
BTV-5430,fraxinus-pennsylvanica,44.476489,-73.199927,central,11,fair,,Main St,2018-12-07,{68831EA5-9BAA-4C7D-BE2A-836E799D2148}
BTV-5431,fraxinus-pennsylvanica,44.476492,-73.199802,central,10,fair,,Main St,2018-12-07,{BA0E8313-1CC3-45F4-B72C-507F5D050392}
BTV-5432,fraxinus-pennsylvanica,44.476497,-73.199663,central,8,fair,,Main St,2018-12-07,{F57CC4EF-035D-48B7-9AE6-B486603F2975}
BTV-5434,fraxinus-pennsylvanica,44.476506,-73.199390,central,9,fair,,Main St,2018-12-07,{BED3CC1B-90B8-42BA-B640-87FA5BFADB11}
BTV-5436,malus-sp,44.477670,-73.200915,central,12,fair,,109 South Prospect St,2020-07-06,{AF49A769-7043-480B-BC40-11D5926772AB}
BTV-5439,malus-sp,44.477639,-73.201546,central,4,good,2008,109 South Prospect St,2020-07-06,{E8BCE7CB-F928-47E9-95F2-AE0DB7FF54B7}
BTV-5440,malus-sp,44.477620,-73.201862,central,11,fair,,439 College St,2020-07-06,{FC55A885-43AA-43BC-BBB9-42C0B0918F8F}
BTV-5441,malus-sp,44.477618,-73.201948,central,9,fair,,439 College St,2020-07-06,{D622DD7C-F8D5-4C51-B29A-6B6F5514713D}
BTV-5442,malus-sp,44.477610,-73.202035,central,11,fair,,439 College St,2020-07-06,{D1105064-B851-43F7-A774-92A305271621}
BTV-5443,malus-sp,44.477606,-73.202120,central,12,fair,,439 College St,2020-07-06,{6D8F16B6-B532-4959-83E1-78F40AD4101F}
BTV-5444,malus-sp,44.477601,-73.202210,central,11,fair,,439 College St,2020-07-06,{0DC97CFB-B797-4419-AE5C-A98ACB90BD0C}
BTV-5448,malus-sp,44.477577,-73.202747,central,10,fair,,112 South Williams St,2020-07-06,{7396A2FF-C198-4FD6-A71A-20C9C5E0A1CA}
BTV-5449,malus-sp,44.477567,-73.202825,central,2,fair,2008,112 South Williams St,2020-07-06,{95878640-60E2-4DF8-ADC3-FFC7337C3E81}
BTV-5451,acer-rubrum,44.477691,-73.202804,central,10,fair,,420 College St,2014-04-16,{5F20B006-DD0D-43DA-86A4-E1E123CCC876}
BTV-5943,quercus-bicolor,44.479558,-73.203333,central,2,good,2021,43 South Williams St,2021-11-23,{5B362613-A253-4BAA-BC59-E597E8DF5BD0}
BTV-5944,acer-x-freemanii,44.479433,-73.203321,central,2,good,2021,43 South Williams St,2021-11-23,{DDC093BB-0D96-45B9-87F4-E91F6881AE6F}
BTV-5945,acer-x-freemanii-autumn-blaze,44.477851,-73.203026,central,12,fair,,420 College St,2014-05-28,{46FFF1DA-3523-4D50-A76A-28D95071EE14}
BTV-5946,acer-x-freemanii-autumn-blaze,44.477933,-73.203033,central,14,good,,420 College St,2021-06-10,{ABC0AC4B-83B6-4EFC-B5BA-944045AB2D19}
BTV-5947,acer-x-freemanii-autumn-blaze,44.478096,-73.203052,central,10,good,,86 South Williams St,2014-05-28,{9F6DCBB0-FE84-4166-BB7C-B28B07F0D750}
BTV-5948,acer-x-freemanii-autumn-blaze,44.478171,-73.203058,central,11,fair,,86 South Williams St,2014-05-28,{007CDE68-DC22-4419-A222-4913161A4696}
BTV-5949,acer-x-freemanii-autumn-blaze,44.478263,-73.203067,central,11,fair,,86 South Williams St,2014-05-28,{C87F4AFF-5F5F-4895-B819-BD1F9E442782}
BTV-5950,acer-x-freemanii-autumn-blaze,44.478429,-73.203083,central,7,good,,86 South Williams St,2014-05-28,{D455FF28-AB87-4EEC-B6E0-C389D27C21DA}
BTV-5951,acer-x-freemanii-autumn-blaze,44.478519,-73.203097,central,8,good,,70 South Williams St,2014-05-28,{87D99CD0-865F-4427-943B-C8A7FA461049}
BTV-5952,acer-platanoides,44.478593,-73.203103,central,10,fair,,70 South Williams St,2014-05-28,{7DA7C05F-9AF7-42CA-BB37-581B38CAD8B0}
BTV-5953,acer-platanoides-crimson-king,44.478669,-73.203109,central,15,fair,,70 South Williams St,2014-05-28,{BF1ED3DA-6BDC-4BA3-8962-3A84D4F0C3DB}
BTV-5954,acer-platanoides,44.478727,-73.203114,central,6,fair,,70 South Williams St,2014-05-28,{D57A6E69-7571-44CA-A0F2-879E692CEAF2}
BTV-5958,acer-x-freemanii-sienna-glen,44.478945,-73.203139,central,2,good,2019,52 South Williams St,2023-09-27,{B68FCA2B-25FC-41AC-8F93-7A59FF45BFEF}
BTV-5963,acer-x-freemanii,44.480840,-73.201042,central,5,good,2013,440 Pearl St,2019-03-29,{949327C8-CDFB-40C5-9436-B08A2E5A7A43}
BTV-5965,celtis-occidentalis,44.480831,-73.201374,central,9,fair,,416 Pearl St,2014-05-28,{6C80EF5A-0457-4155-A406-952AA72B3121}
BTV-5967,celtis-occidentalis,44.480819,-73.202043,central,9,fair,,416 Pearl St,2014-05-28,{3A3FA128-5EC9-4339-BC5C-79D12A3FA5C0}
BTV-5968,tilia-tomentosa,44.480816,-73.202146,central,18,fair,,416 Pearl St,2014-05-28,{5F2DC5BF-DC2C-4880-9D62-BA5BF2F3CF6E}
BTV-5970,celtis-occidentalis,44.480805,-73.202507,central,6,good,,404 Pearl St,2014-05-28,{47FA952F-A56F-458C-AB97-23E0FA4A9BE7}
BTV-5973,celtis-occidentalis,44.480795,-73.202890,central,12,fair,,394 Pearl St,2022-08-11,{738C5B6A-9D95-482E-B0CB-A0EF9CCC66F0}
BTV-5974,tilia-tomentosa,44.480789,-73.203079,central,21,fair,,388 Pearl St,2022-08-11,{D3A780EF-A994-4EF6-911B-C732B8745DFB}
BTV-5975,tilia-tomentosa,44.480780,-73.203389,central,12,fair,,380 Pearl St,2022-08-11,{69201127-B6A8-4736-8A47-AD3F43FFB723}
BTV-5987,celtis-occidentalis,44.480678,-73.199531,central,9,good,,12 Colchester Ave,2014-05-28,{8997F5C8-C6A0-4DAD-BE14-0D1E3258FE47}
BTV-5988,celtis-occidentalis,44.480677,-73.199421,central,8,fair,,12 Colchester Ave,2014-05-28,{E9CF9A28-6C60-4ED0-BB79-890D811201DC}
BTV-5989,celtis-occidentalis,44.480683,-73.199310,central,6,good,,12 Colchester Ave,2014-05-28,{AF5FAD59-F5D8-47CD-A5CC-A81694762DEA}
BTV-5990,celtis-occidentalis,44.480687,-73.199212,central,9,good,,16 Colchester Ave,2014-05-28,{E79633D4-30C1-4FF6-AA5A-2B5ACDBB480E}
BTV-5991,celtis-occidentalis,44.480691,-73.199121,central,9,good,,16 Colchester Ave,2014-05-28,{24DAB1D5-77F8-497A-B018-17FF04435E9C}
BTV-5992,celtis-occidentalis,44.480697,-73.198983,central,9,fair,,16 Colchester Ave,2014-05-28,{69617169-3AA3-447E-9C9C-A75977B417C9}
BTV-5993,gleditsia-triacanthos-inermis-shademaster,44.480719,-73.198375,central,13,fair,,34 Colchester Ave,2021-08-31,{BB8F0403-5669-458B-945D-D9C1E668D596}
BTV-5994,gleditsia-triacanthos-inermis-shademaster,44.480719,-73.198277,central,14,fair,,34 Colchester Ave,2021-08-31,{208A673E-92EB-48AE-9566-8AB5097EF926}
BTV-5995,acer-campestre,44.480727,-73.198146,central,10,fair,,40 Colchester Ave,2014-05-28,{6928639A-493E-4C7B-989D-2164A91C8A19}
BTV-5996,acer-campestre,44.480732,-73.197949,central,13,fair,,46 Colchester Ave,2014-05-28,{F804B029-C9B5-4132-9D4A-5A2A6293B37B}
BTV-5997,acer-campestre,44.480742,-73.197669,central,12,fair,,52 Colchester Ave,2014-05-28,{D346AFE7-74D6-40C1-A906-4494D89CFA53}
BTV-5998,acer-campestre,44.480755,-73.197332,central,18,good,,60 Colchester Ave,2014-05-28,{979E5C25-1CE6-417E-A0EB-30398150C585}
BTV-5999,acer-campestre,44.480761,-73.197114,central,11,good,,66 Colchester Ave,2014-05-28,{9F3C590E-F196-45A0-BE3A-F7FCC6D3F098}
BTV-6001,acer-campestre,44.480760,-73.196898,central,12,fair,,72 Colchester Ave,2014-05-28,{D49D45CC-C307-48C8-B7DF-873AA4E21461}
BTV-6002,acer-campestre,44.480776,-73.196712,central,7,fair,,80 Colchester Ave,2014-05-28,{95C4582B-9A8E-4550-BCB5-B0CF0A20C6C4}
BTV-6003,gleditsia-triacanthos-inermis-shademaster,44.481048,-73.195547,central,12,fair,,112 Colchester Ave,2019-12-04,{7202A03E-9CF2-4138-868C-791581F81FE1}
BTV-6004,gleditsia-triacanthos-inermis-shademaster,44.481076,-73.195475,central,16,fair,,112 Colchester Ave,2018-09-26,{47012834-EA3B-41FB-82BA-50BCCCF1D0F6}
BTV-6005,acer-platanoides,44.480802,-73.198609,central,23,fair,,34 Colchester Ave,2022-06-01,{D062D546-94BF-4595-A7A4-83FE74B629CD}
BTV-6006,acer-rubrum,44.480905,-73.198616,central,21,fair,,34 Colchester Ave,2022-06-01,{A87C25DD-FE83-409B-ABA4-C4FFE3057079}
BTV-6007,malus-sp,44.481162,-73.198667,central,23,fair,,16 Mansfield Ave,2022-06-01,{C71400D7-A2C0-4F44-A698-4977074E842A}
BTV-6762,thuja-occidentalis,44.482310,-73.186515,centennial,28,fair,,Colchester Ave,2014-06-06,{E7DEB211-68B7-4DF8-8315-B59A4BFD498F}
BTV-6783,thuja-occidentalis,44.482337,-73.186411,centennial,33,poor,,Colchester Ave,2014-06-06,{11A7E85C-2DD4-48C1-8C77-005FD9E6E6BD}
BTV-6785,thuja-occidentalis,44.482408,-73.186431,centennial,30,fair,,Colchester Ave,2014-06-06,{B38B2F44-0A42-4068-B2EC-12969AE7E01B}
BTV-6786,thuja-occidentalis,44.482454,-73.186337,centennial,47,fair,,Colchester Ave,2014-06-06,{B0BAE97C-ED22-4151-B40F-68E2BB873A0A}
BTV-7387,pinus-nigra,44.484907,-73.184687,centennial,10,fair,,,2016-11-29,{0265C9B0-512C-45A5-B05C-B6FEFA80271E}
BTV-11198,celtis-occidentalis,44.475588,-73.197304,central,5,good,,565 Main St,2018-12-07,{387E162A-AE9D-4B04-AFCE-90DEAC865754}
BTV-11199,tilia-tomentosa,44.475541,-73.197193,central,7,fair,,565 Main St,2018-12-07,{D6806D48-61EA-4C01-AE06-53CB1AFC9F72}
BTV-11202,tilia-tomentosa,44.475330,-73.196734,athletic,9,good,,589 Main St,2018-12-07,{D3D93769-1507-47CF-888E-72FFFDCD2AA8}
BTV-11203,tilia-tomentosa,44.475285,-73.196632,athletic,8,fair,,589 Main St,2018-12-07,{1039065E-0D35-4148-9223-5FCDA622EDBC}
BTV-11204,tilia-tomentosa,44.475245,-73.196540,athletic,5,fair,,589 Main St,2018-12-07,{27B49DFE-5928-42C2-A91A-9639533420B5}
BTV-11205,tilia-tomentosa,44.475203,-73.196447,athletic,7,fair,,589 Main St,2018-12-07,{D89EB70A-DA30-4EDB-8D51-9540DBCB02C6}
BTV-11208,quercus-macrocarpa,44.474895,-73.190641,centennial,14,good,,284 East Ave,2020-07-09,{3E2249CE-2D2F-48CE-BC82-18B869A56EFB}
BTV-11209,quercus-rubra,44.474810,-73.190620,centennial,8,good,,284 East Ave,2020-07-09,{51E87B30-965D-4D63-80A7-ECB37FA63E2A}
BTV-11210,quercus-macrocarpa,44.474722,-73.190598,centennial,12,good,,284 East Ave,2020-07-09,{D6967B4D-B502-43F4-8929-B5FBCAB1BBA1}
BTV-11211,quercus-rubra,44.474583,-73.190559,centennial,5,fair,,284 East Ave,2016-11-23,{45D39C63-723F-4CDD-9DF3-785A6300CF34}
BTV-11212,quercus-rubra,44.474460,-73.190526,centennial,6,good,,284 East Ave,2016-11-23,{66E4B87F-8AA3-47BB-8577-A0041A7D9CCB}
BTV-11214,quercus-rubra,44.474131,-73.190443,centennial,5,fair,,284 East Ave,2016-11-23,{5F30A52F-5AD6-4E2D-8639-FCBDF4871D49}
BTV-11215,quercus-rubra,44.474025,-73.190415,centennial,5,poor,,284 East Ave,2016-11-23,{0F93BF1D-7077-4BB3-A081-425359DD6958}
BTV-11640,malus-sp,44.481462,-73.192537,central,11,fair,,East Ave,2016-11-23,{22D9C0F6-46F5-4A89-988A-AC5A1272B9D0}
BTV-11641,malus-sp,44.481217,-73.192468,central,13,fair,,East Ave,2016-11-23,{0AA808B5-B609-4BE9-BA43-469AC9710126}
BTV-11642,malus-sp,44.481128,-73.192445,central,16,fair,,East Ave,2016-11-23,{3B9458BF-1007-4AA5-9BBF-076243AB983F}
BTV-11645,malus-sp,44.480706,-73.192337,central,9,good,,East Ave,2016-11-23,{DEBCCA8F-50AE-4672-92C2-CBAB19564436}
BTV-11961,pinus-nigra,44.473629,-73.190469,central,15,good,,East Ave,2016-11-23,{BBB03500-B743-4771-ABFF-C9219D1FDCC5}
BTV-11962,pinus-nigra,44.473583,-73.190452,central,15,fair,,East Ave,2016-11-23,{651D326F-A40D-4BC3-98CA-D7FFD850A996}
BTV-11963,pinus-nigra,44.473589,-73.190551,central,17,good,,East Ave,2016-11-23,{0FEB51D9-37CC-4061-BA86-5FBDDEB582D5}
BTV-11964,tilia-tomentosa,44.473511,-73.190535,central,13,fair,,East Ave,2016-11-23,{BD77EEF0-0321-4A00-9F76-3ACBC7240022}
BTV-11965,pyrus-calleryana,44.473463,-73.190427,central,11,fair,,East Ave,2016-11-23,{A8A09D98-7CC8-47FA-AEBF-019755087AD9}
BTV-11981,acer-saccharum,44.480953,-73.195864,central,21,poor,,106 Colchester Ave,2016-11-23,{E0CEC569-B8AE-48CC-8B0D-AEFF1A5D0AE6}
BTV-11982,fraxinus-pennsylvanica,44.481016,-73.195716,central,17,good,,106 Colchester Ave,2016-11-23,{39E47EFF-A7C9-4C9D-B21E-BC7554545881}
BTV-11986,robinia-pseudoacacia,44.482293,-73.192773,trinity,22,good,,208 Colchester Ave,2016-11-29,{2F724321-7B4F-4778-9C1F-4441CC97565F}
BTV-11987,tilia-cordata,44.482389,-73.192544,trinity,13,fair,,220 Colchester Ave,2016-11-29,{E9380A5B-366F-4ACC-8D82-A7F89381A5FE}
BTV-11988,tilia-cordata,44.482455,-73.192386,trinity,14,fair,,220 Colchester Ave,2016-11-29,{BF8E9267-364E-4224-8751-D1906B52FEE0}
BTV-11989,tilia-cordata,44.482548,-73.192174,trinity,13,fair,,220 Colchester Ave,2016-11-29,{AEF6ADE4-BDF2-4296-BE1C-7B7D3A7260DF}
BTV-11990,tilia-cordata,44.482628,-73.191988,trinity,13,fair,,220 Colchester Ave,2016-11-29,{717AC728-B819-4016-9F16-39826C8960C3}
BTV-11992,tilia-cordata,44.482880,-73.191399,trinity,11,fair,,250 Colchester Ave,2019-03-14,{536545A0-C013-4A73-8E7F-4201D628ED76}
BTV-11993,malus-sp,44.483155,-73.190746,trinity,16,fair,,258 Colchester Ave,2016-11-29,{763739E2-0967-47FD-B5C7-44DBB4A0B01E}
BTV-11994,malus-sp,44.483176,-73.190683,trinity,13,fair,,258 Colchester Ave,2016-11-29,{337E2E8F-8171-460A-BDF7-3464C1C0CCE5}
BTV-12359,celtis-occidentalis,44.473972,-73.203133,central,2,good,2018,83 Summit St,2022-06-22,{44408CCA-21D9-4058-897F-99DDCA067D10}
BTV-12662,acer-x-freemanii-sienna-glen,44.477709,-73.202494,central,3,good,2023,420 College St,2023-10-30,{4F5728DE-5048-4F1F-91A2-911564EBF16B}
BTV-12665,acer-miyabei,44.477280,-73.202997,central,2,good,2021,112 South Williams St,2021-11-23,{50A05C87-CDF3-45DB-97D7-666A01BA0135}
BTV-12666,acer-x-freemanii,44.477149,-73.202992,central,2,good,2021,112 South Williams St,2021-11-23,{47A58696-F1A3-41A4-9F5A-4FDB24497AC7}
BTV-12668,acer-x-freemanii,44.476805,-73.202974,central,2,good,2021,112 South Williams St,2021-11-23,{0B5C305C-3F46-46E2-8888-B912C575322D}
BTV-12669,acer-miyabei,44.476533,-73.202958,central,2,good,2021,146 South Williams St,2021-11-23,{EC4D549F-14CD-444F-AE75-27F22A577DD5}
BTV-12866,acer-miyabei,44.477020,-73.202983,central,2,good,2021,112 South Williams St,2021-11-23,{0D0A2909-B11F-4FE3-95FE-5A788CF8690C}
BTV-12912,quercus-bicolor,44.481264,-73.198927,central,2,good,2019,23 Mansfield Ave,2019-11-07,{095A694C-F6CB-4C1F-98E3-4E8F7895DADE}
BTV-13178,ulmus-sp,44.480845,-73.198849,central,2,good,2020,16 Mansfield Ave,2020-09-30,{C7FC37BF-9B44-4BF1-B381-E8FE9A9B97CA}
BTV-13179,betula-nigra,44.480918,-73.198867,central,2,good,2020,16 Mansfield Ave,2020-09-30,{125A7FE9-0A01-4B01-97A8-22CE0DA784D9}
BTV-13180,ulmus-davidiana-japonica,44.480988,-73.198882,central,2,good,2020,16 Mansfield Ave,2020-09-30,{F07D3C5B-88E4-4C62-BEB6-BBDA5BC030B8}
BTV-13200,gleditsia-triacanthos-inermis-shademaster,44.477702,-73.202637,central,2,good,2022,420 College St,2022-11-01,{03AE2A8F-4166-42A7-964C-2B0CA963BCBD}
BTV-13201,gleditsia-triacanthos,44.477720,-73.202331,central,2,good,2020,438 College St,2020-07-24,{AD4BC181-C729-46FD-B1D9-D297730379B7}
BTV-13202,ulmus-sp,44.477726,-73.202211,central,2,good,2020,438 College St,2020-07-24,{B16EF203-AA19-4B8F-9B42-1486802C7685}
BTV-13203,quercus-imbricaria,44.477732,-73.202091,central,2,good,2025,438 College St,2020-07-24,{FA491BA4-3451-421F-A9FC-DAD31EFF750E}
BTV-13204,betula-nigra,44.477737,-73.201979,central,2,good,2020,438 College St,2020-07-24,{E37999A1-F14C-45B3-8BE4-EB99424FA3D5}
BTV-13205,ulmus-davidiana-japonica,44.477759,-73.201533,central,2,good,2020,85 South Prospect St,2020-07-24,{E3D29BFF-62B4-482D-BEDE-083EF0F9B4C8}
BTV-13206,gleditsia-triacanthos,44.477766,-73.201357,central,2,good,2020,85 South Prospect St,2022-06-22,{FC633B1B-47DE-47E8-A833-84DBDB758BCD}
BTV-13207,ulmus-sp,44.477787,-73.200984,central,2,good,2020,85 South Prospect St,2020-07-24,{EAA591ED-E7F4-4BC3-ACFA-1A4919584B01}
BTV-13333,quercus-bicolor,44.480834,-73.201189,central,2,good,2020,440 Pearl St,2020-10-30,{9117B3F9-B754-4E80-82A2-07AD9091BDCD}
BTV-13334,quercus-bicolor,44.480811,-73.201597,central,2,good,2020,416 Pearl St,2020-11-10,{55F6DC49-D4DD-4BDA-99CB-F38853BC013D}
BTV-13379,gleditsia-triacanthos,44.475002,-73.200563,central,2,good,2020,194 South Prospect St,2020-11-23,{AB80E2D5-D366-4BF0-BCB6-B2B0F1DEDB73}
BTV-13503,acer-x-freemanii,44.476508,-73.199320,central,2,good,2021,Main St,2021-11-23,{C52D75E8-B1AD-4BCD-8ECC-9A3EEBDF0BDF}
BTV-13738,malus-sp,44.480663,-73.202531,central,2,good,2021,415 Pearl St,2021-11-23,{819A82F4-37EA-4E66-BF6E-4BE22520ACA1}
BTV-13739,maackia-amurensis,44.480665,-73.202310,central,2,good,2021,415 Pearl St,2021-11-23,{EADCB31B-4D36-4346-9DC9-126650AF41E8}
BTV-13740,syringa-reticulata,44.480670,-73.202096,central,2,good,2021,415 Pearl St,2021-11-23,{EFB295F0-06C4-4285-AC4B-7C091ADE7EDF}
BTV-13741,malus-sp,44.480670,-73.201997,central,2,good,2021,415 Pearl St,2021-11-23,{F290BE68-0274-4B6B-868E-0EBBE22C0341}
BTV-13744,crataegus-crus-galli,44.480227,-73.203270,central,2,good,2021,14 South Williams St,2021-11-23,{A89BEF81-A6B8-4C06-9029-9DABA645422D}
BTV-13745,acer-miyabei,44.480023,-73.203380,central,2,good,2021,21 South Williams St,2021-11-23,{08C4DE10-9554-4205-B161-078341E65274}
BTV-13746,gleditsia-triacanthos-inermis-shademaster,44.479742,-73.203352,central,2,good,2022,31 South Williams St,2022-11-02,{4105295F-E9CF-4913-9D74-539F3F0E9983}
BTV-13747,acer-tataricum,44.478633,-73.203236,central,2,good,2021,71 South Williams St,2021-11-23,{903892BA-6948-44FF-9D7C-829308717A7F}
BTV-13748,syringa-reticulata,44.478434,-73.203216,central,2,good,2021,81 South Williams St,2021-11-23,{553AE672-858B-4D29-86FA-7A94E65728BD}
BTV-13749,malus-sp,44.478221,-73.203195,central,2,good,2025,89 South Williams St,2021-11-23,{A583EB6A-0EFB-4969-874F-0A15D84A55A9}
BTV-13750,syringa-reticulata,44.478046,-73.203175,central,2,good,2021,93 South Williams St,2021-11-23,{2D9A8A57-194F-491D-B6C1-A7ABEEFA501D}
BTV-13752,maackia-amurensis,44.480655,-73.203132,central,2,good,2021,14 South Williams St,2021-11-23,{A21AC178-3E60-41FA-91E0-C9E49256E315}
BTV-13753,malus-donald-wyman,44.480657,-73.203052,central,2,good,2021,14 South Williams St,2021-11-23,{804A684B-892A-4619-A65F-7E18DFB6C8E7}
BTV-13754,malus-sp,44.480659,-73.202965,central,2,good,2021,14 South Williams St,2021-11-23,{31D10552-119B-4B64-B14C-BB7363FCA596}
BTV-13757,acer-x-freemanii,44.476504,-73.199458,central,2,good,2022,Main St,2022-10-31,{6E9444A0-0DF6-472D-BF34-359DE471625C}
BTV-13758,acer-x-freemanii,44.476499,-73.199592,central,2,good,2022,Main St,2022-10-31,{F4DB3641-F635-4DAE-8C71-D346B909EAAA}
BTV-13759,acer-x-freemanii,44.476494,-73.199727,central,2,good,2022,Main St,2022-10-31,{F1860C7D-4130-4C3E-B294-26DC4D4D8B08}
BTV-13760,acer-x-freemanii,44.476488,-73.199864,central,2,good,2021,Main St,2021-11-23,{EF07447D-09F6-446F-9D44-95658600A85A}
BTV-13761,acer-x-freemanii,44.476483,-73.200001,central,2,good,2021,Main St,2021-11-23,{3B4EE5CA-7A1C-4AA8-A396-7DC76E9528E6}
BTV-13762,acer-x-freemanii,44.476478,-73.200158,central,2,good,2021,Main St,2021-11-23,{3CF61954-BB34-40BD-8FE6-3335A3568C7B}
BTV-13763,acer-x-freemanii,44.476476,-73.200268,central,2,good,2021,Main St,2021-11-23,{0DC857EC-0334-40E5-BA02-CE777B317A82}
BTV-13782,acer-rubrum,44.480802,-73.202766,central,2,good,2022,394 Pearl St,2022-04-18,{76ABA4D7-A65E-4940-80B8-194766F6E8C2}
BTV-13783,catalpa-speciosa,44.480804,-73.202701,central,2,good,2022,394 Pearl St,2022-04-18,{9F905B64-5F10-417A-B2E1-F82F2031FAFD}
BTV-13790,maackia-amurensis,44.480804,-73.202423,central,2,good,2022,404 Pearl St,2022-05-20,{5A185019-F010-4496-9A93-CBCAE0030C4B}
BTV-13791,malus-sp,44.480808,-73.202300,central,2,good,2022,404 Pearl St,2022-05-20,{6F2350F4-D904-47AD-8B23-4E4F13F49817}
BTV-14121,gleditsia-triacanthos,44.476150,-73.200764,central,2,good,2023,153 South Prospect St,2023-07-27,{3912E2B4-6B4E-4A43-A68D-D11E24E56DCB}
BTV-14122,tilia-americana,44.476053,-73.200763,central,2,good,2023,153 South Prospect St,2023-07-27,{C05A27D6-E3E1-4B3E-93E7-862CF5402223}
BTV-14123,malus-sp,44.475786,-73.200747,central,2,good,2023,161 South Prospect St,2023-07-27,{C9FADD09-AE38-495F-A1DF-1EDE30B33A0D}
BTV-14124,carpinus-caroliniana,44.475673,-73.200741,central,2,good,2023,175 South Prospect St,2023-07-27,{2755503E-FCF2-4D50-868C-74199A621069}
BTV-14222,platanus-occidentalis,44.481641,-73.193675,central,3,good,2023,Colchester Ave,2023-10-30,{D13BF5B3-851D-49B4-B3D9-70A2028A9319}
BTV-14223,catalpa-speciosa,44.481671,-73.193600,central,3,good,2023,195 Colchester Ave,2023-10-30,{ADC3DBCB-3110-4775-B979-F900FD01EBB2}
BTV-14224,acer-rubrum,44.481702,-73.193532,central,3,good,2023,195 Colchester Ave,2023-10-30,{03425C5F-1670-4F9E-B307-C36A49D93D20}
BTV-14225,platanus-occidentalis,44.481736,-73.193457,central,3,good,2023,195 Colchester Ave,2023-10-30,{543F8FC6-4ED5-440B-86F7-33C07CF785BD}
BTV-14226,catalpa-speciosa,44.481812,-73.193282,central,3,good,2023,195 Colchester Ave,2023-10-30,{64C9A107-1EAD-4190-928E-748B654E94A4}
BTV-14227,ulmus-davidiana-japonica,44.481779,-73.193364,central,3,fair,2023,195 Colchester Ave,2023-10-30,{B02EBA2A-9BEE-4D2E-B88D-C7405677EFCD}
BTV-14228,acer-rubrum,44.481884,-73.193135,central,3,good,2023,195 Colchester Ave,2023-10-30,{1085BC58-9B3F-445D-93D2-A0BAAEAE8F5D}
BTV-14229,platanus-occidentalis,44.481910,-73.193075,central,3,good,2023,195 Colchester Ave,2023-10-30,{5725798B-6518-4DE9-A257-CC7C643681FA}
BTV-14230,ulmus-davidiana-japonica,44.481943,-73.192998,central,3,good,2023,195 Colchester Ave,2023-10-30,{81545A77-7E0B-408B-9979-931C6F6209EF}
BTV-14231,acer-rubrum,44.481972,-73.192927,central,3,good,2023,185 Colchester Ave,2023-10-30,{0051B542-E5A4-4CFE-B447-B0404366EEE7}
BTV-14330,acer-x-freemanii,44.475527,-73.200585,central,2,good,2023,178 South Prospect St,,{CF093405-13B9-4EFE-B075-FC367F9B408A}
BTV-14331,platanus-occidentalis,44.474671,-73.200546,central,2,good,2023,194 South Prospect St,,{72E8027D-8C3B-4293-AA6E-939F6AD3D58F}
BTV-14343,acer-campestre,44.480383,-73.203289,central,13,fair,,14 South Williams St,2021-11-23,{FC35EFFF-8BF4-4589-B7DE-699D31B621C5}
BTV-14375,ulmus-sp,44.478872,-73.203130,central,2,good,2024,52 South Williams St,,{FAD1B8D5-0C88-4139-9B5C-C73A2D023727}
BTV-14376,gleditsia-triacanthos,44.479124,-73.203161,central,2,good,2024,52 South Williams St,,{AB5269CC-E77E-4E1C-A3A1-7BAED9C11215}
